Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Not classified,INX,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547000,2733000,3053000,3330000,3576000,3783000,4216000,4634000,4929000,5409000,6113000,6848000,7713000,7877000,7047000,6917000,6514000,6600000,6579000,6676000,7094000,7646000,8171000,
"Iran, Islamic Rep.",IRN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,1218000,1433000,1690000,1856000,2286000,2400000,2921000,,,,,,,,,,,,7698000,6620000,9007000,10543000,
Iraq,IRQ,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166000,190000,203000,227000,257000,283000,,,,,364000,440000,460000,414000,259000,299000,341000,358000,365000,400000,450000,536000,619000,
Israel,ISR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259000,2505000,2707000,2983000,3203000,3530000,3561000,3273000,3299000,3614000,3687000,3713000,4147000,4207000,4007000,4269000,4387000,4349000,4757000,5181000,5891000,6781000,7597000,
Italy,ITA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18173000,17254000,17698000,17361000,20080000,20567000,22978000,24572000,21557000,23147000,24022000,25789000,26464000,27490000,28188000,27831000,27376000,26305000,26862000,27494000,29067000,31805000,
Jamaica,JAM,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128000,1141000,1233000,1347000,1561000,1625000,1755000,1276000,1229000,1420000,1523000,2139000,2094000,1972000,2054000,2708000,1931000,1567000,1498000,1230000,,1511000,1592000,
Japan,JPN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15298000,16695000,16803000,15806000,16358000,17819000,16216000,16523000,13296000,16831000,17404000,17535000,17295000,15987000,15446000,16637000,16994000,18491000,17473000,16903000,16214000,17116000,17889000,
Kazakhstan,KAZ,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523000,419000,502000,398000,1247000,2294000,2274000,2374000,3915000,2975000,3615000,4449000,4239000,5309000,5893000,7852000,8875000,9931000,10230000,,,,
Kenya,KEN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42000,,,33000,45000,47000,46000,59000,116000,239000,201000,454000,559000,2273000,2354000,1342000,3061000,3621000,3993000,3790000,4008000,4185000,4446000,
Cambodia,KHM,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31000,38000,45000,41000,49000,41000,37000,45000,60000,239000,568000,787000,996000,786000,340000,505000,710000,792000,872000,956000,1194000,1434000,1752000,
Kiribati,KIR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3819000,4649000,4542000,3067000,4342000,5508000,6084000,7123000,7086000,8826000,10080000,11610000,13325000,11996000,9494000,12488000,12694000,13737000,14846000,16081000,19310000,22383000,26496000,
Kuwait,KWT,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878000,1051000,1097000,1264000,1209000,1236000,1666000,1725000,1774000,1928000,2173000,2529000,2649000,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20351513.97,22937571.85,23702227.12,25444347.6,25096966.69,27254275.15,28092996.63,25993063.39,26201700.57,29404281.32,31895409.28,33647227.98,36968430.06,37881599.57,36689998.71,39551239.58,43873386.72,47002580.19,48387515.22,51922230.81,55954865.96,60061419.06,62014430.18,
Lao PDR,LAO,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686000,1788000,2052000,2857000,3320000,3067000,3059000,3049000,
Lebanon,LBN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484000,493000,650000,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23686948.32,26387385.61,27297840.78,29260618.24,28912882.08,31205732.91,31822738.81,29708043.36,30008635.98,33621020.98,36548898.58,38559640.1,42019810.7,42939800.19,41445339.08,44765668.14,50034826.66,53662614.23,55851145.57,59911162.02,63829140.1,67732603.31,70008338.92,
Least developed countries: UN classification,LDC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504000,494000,531000,518000,497000,524000,505000,533000,561000,680000,727000,757000,862000,966000,963000,1122000,1239000,1269000,1262000,1311000,1356000,1448000,1439000,
Lower middle income,LMC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29620704.08,29845185.45,35712028.91,34232777.63,34698403.84,45029370.84,48383936.15,50965265.43,53397456.78,60224278.66,65408567.77,69529790.65,76193695.5,78203084.72,76279201.43,80413663.92,90872901.16,99408929.66,110199522.1,111775811,120021117.5,126741665.1,134621517.2,
Low & middle income,LMY,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120524263.1,116721540.8,126221439.3,130518013.2,134856210.7,161344262.4,173884894.4,174889727.6,186660768.2,213419977.7,233002283.5,249567910.1,277704362.9,298194466.1,295249746.1,330370554.2,373493268.2,412647884.7,461243324,486100468.1,502243232.9,532335669.7,579076752,
Lesotho,LSO,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98599622.53,101572876.3,108398486.1,112923859.8,120347750.3,134560623.1,139010485.1,132254161.6,134812612.5,147674763.4,162808057.8,178737607.8,203431662.3,222270388.9,205626326.8,228133978.5,256879485.2,283478095.9,317087902,313399675.7,326309845.9,338677351.6,369509811.7,
Lithuania,LTU,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925000,2864000,2981000,3241000,3487000,3632000,3390000,3584000,3502000,,1633000,1789000,1661000,1757000,1288000,1411000,1526000,1708000,1764000,1789000,1860000,1953000,2032000,
Luxembourg,LUX,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694000,757000,809000,950000,923000,1049000,1021000,1100000,1185000,1084000,1132000,1190000,1362000,1237000,1643000,1580000,1624000,1815000,1702000,1588000,1802000,
Latvia,LVA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812000,1798000,1877000,1961000,2256000,2596000,2697000,2306000,2286000,2457000,2959000,3151000,3398000,3782000,3268000,3332000,3257000,183000,1776000,1846000,1720000,1939000,2055000,
"Macao SAR, China",MAC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629000,645000,599000,606000,671000,753000,908000,1291000,1446000,1537000,1466000,1251000,1391000,
St. Martin (French part),MAF,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317000,1212000,1203000,1275000,1545000,1508000,1701000,1533000,1612000,1603000,2247000,2135000,2669000,3421000,2293000,2175000,2378000,2323000,2195000,1850000,1910000,1864000,1849000,
Monaco,MCO,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93300,117200,136100,146800,157600,180600,189800,177000,229000,
Madagascar,MDG,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39000,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000,32000,33000,37000,42000,42000,41000,43000,44000,61000,77000,74000,102000,123000,,,,,,,,,,
Middle East & North Africa,MEA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8450000,9001000,8910000,9637000,10352000,11079000,12075000,11948000,11044000,12494000,13305000,14002000,15257000,14527000,14104000,14334000,14799000,15581000,15911000,18261000,19603000,20223000,19067000,
Marshall Islands,MHL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108322494,104681401.8,112944209.4,116671809.2,119935401.9,143448423.5,155243480.6,156298040.5,166344594.6,190441232.8,208051205.5,223940577.9,249580496.1,266923903.6,264246139.8,295061066.5,333631305.8,368532051.9,411983105.2,434193286.3,448668604.7,475431507.8,517178610.2,
North Macedonia,MKD,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163000,168000,172000,167000,179000,200000,179000,157000,174000,203000,225000,257000,280000,261000,264000,294000,309000,331000,363000,391000,428000,497000,573000,
Myanmar,MMR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107000,120000,132000,143000,154000,163000,161000,162000,161000,180000,183000,186000,213000,226000,196000,212000,219000,237000,228000,223000,242000,260000,283000,
Malawi,MWI,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20642000,23333000,26165000,25631000,26067000,30532000,36248000,29866000,32201000,30761000,,,,,,,,,,,,,,
North America,NAC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69482144.94,71962828.8,72330781.9,73334653.97,75580367.77,80498740.95,77791086.02,75769980.97,73987416.21,81403125.13,84599964.39,86397500.3,89221058.91,90704200.7,88350754.4,89758021.27,89676005.72,92990634.29,94332888.83,101722290.1,106478192,111525149.1,120785905.2,
Namibia,NAM,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59000,64000,63000,68000,69000,69000,68000,72000,78000,89000,96000,100000,106000,112000,119000,132000,124000,121000,121000,124000,127000,134000,135000,
Niger,NER,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,10000,10000,10000,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255000,282000,330000,422000,452000,486000,499000,532000,562000,701000,740000,773000,949000,942000,858000,908000,912000,979000,994000,959000,925000,981000,982000,
Netherlands,NLD,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12313000,12807000,12858000,13553000,14184000,13896000,14214000,16719000,16425000,17130000,17039000,16695000,17523000,18399000,18340000,18368000,18560000,18628000,18094000,17928000,18070000,17938000,,
Norway,NOR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590000,692000,753000,,2271000,2394000,2348000,2629000,2588000,2960000,3166000,3236000,3395000,,6640000,7590000,8130000,9250000,9280000,9190000,8750000,8030000,8170000,
Nepal,NPL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,119000,132000,122000,125000,155000,200000,238000,258000,286000,373000,415000,469000,561000,589000,765000,774000,862000,983000,,,,1197000,
Nauru,NRU,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920000,1093000,1132000,1166000,1185000,1283000,1287000,1293000,1374000,1733000,1872000,1861000,1978000,1967000,1918000,2026000,2096000,2172000,2197000,2276000,2412000,2611000,2853000,
OECD members,OED,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367684859.8,390625205.2,403448712.7,427317442.7,446500999,474613122.9,469763217.4,469474581.8,466506497.5,493790812.7,523574930.3,528321059.8,552361154.9,558436879.8,527670593.1,540080242.1,547837936.9,557495343.5,572603496,572772204.7,605411643.1,639885141.6,675432480.4,
Oman,OMN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060000,,,2018000,2248000,2263000,2062000,1645000,1873000,2446000,2888000,3103000,3358000,3838000,4167000,4473000,
Other small states,OSS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185000,188000,194000,211000,221000,216000,200000,200000,227000,256000,285000,284000,314000,369000,336000,392000,414000,447000,619000,853000,740000,770000,917000,
Peru,PER,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508000,510000,577000,538000,513000,730000,1060000,1232000,1433000,1635000,1841000,1857000,1915000,1913000,1891000,2058000,2132000,2296000,2364000,2442000,2595000,2751000,2875000,
Philippines,PHL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615000,2121000,1930000,1817000,1755000,1670000,1787000,1969000,1803000,1920000,2144000,2745000,3066000,3355000,3188000,,,,,3488000,5115000,5703000,,
Palau,PLW,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51000,,64000,65000,58000,52000,38000,92000,,,,,,,,,,,,,,,,
Poland,POL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36387000,44713000,48610000,49328000,55097000,56677000,53122000,45043000,38730000,37226000,40841000,44696000,47561000,50243000,39270000,42760000,43270000,48290000,52580000,35400000,44300000,44500000,46700000,
Pre-demographic dividend,PRE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237000,1184000,1251000,1250000,1134000,1259000,1331000,1227000,1272000,1361000,1410000,1468000,1441000,1438000,1116000,980000,924000,876000,839000,793000,746000,789000,792000,
"Korea, Dem. People’s Rep.",PRK,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17141000,18110000,18378000,20989000,,,,,1361000,1490000,1628000,1893000,1941000,2195000,
Paraguay,PRY,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427000,418000,369000,318000,281000,175000,157000,141000,153000,170000,188000,210000,242000,278000,288000,302000,347000,400000,440000,426000,1008000,1503000,1548000,
West Bank and Gaza,PSE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395746637.2,417655769.3,434446955.9,472125307.8,474216085.5,486131852.6,485263471.8,520148613,547843399,550964797.3,578169896.1,583096431.1,564749571.4,575298550,586236879.7,596653032.9,606794275.2,619811958.9,645776662.6,682469758.4,717042956.8,
French Polynesia,PYF,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63000,65000,,,,,,,,,,,,,88000,89000,84000,83000,,48000,55000,48000,55000,
Qatar,QAT,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5737000,5748000,6243000,6893000,6274000,6388000,6408000,5757000,6497000,6972000,7140000,8906000,10980000,13072000,11723000,10905000,10936000,11149000,11364000,12299000,13118000,16128000,19953000,
Russian Federation,RUS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21329000,12260000,11182000,10635000,12631000,18371000,18030000,20428000,20572000,24507000,28416000,29107000,34285000,36538000,34276000,39323000,43726000,47813000,54069000,45889000,34550000,31659000,39629000,
Rwanda,RWA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5104212.178,5666330.193,5968835.47,6185555.668,6639313.584,7071625.23,7207075.355,7801927.15,8610112.89,9938652.858,11433119.23,12873405.55,15286675.26,15117362.6,16943521.78,19125115.55,20658496.87,22014160.89,23161348.84,25431129.95,28138552.83,30194692.25,32864565.98,
Saudi Arabia,SAU,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7896000,4104000,3811000,4403000,2000000,4126000,4087000,6032000,17827000,15281320,18671000,19153960,19824490,20819000,21207000,21071000,
Sudan,SDN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195000,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2867000,3305000,3671000,3745000,3971000,4444000,4363000,4399000,4221000,5165000,5159000,5533000,6024000,6828000,6961000,7342000,7753000,8048000,8647000,8903000,9125000,9474000,9889000,
Solomon Islands,SLB,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,7000,13000,13000,20000,27000,13000,28000,63000,67000,71000,73000,72000,76000,99000,104000,111000,93000,61000,92000,,
El Salvador,SLV,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348000,492000,627000,868000,787000,923000,933000,1001000,940000,1079000,1239000,1242000,1012000,,1345000,1421000,1469000,1462000,1515000,1515000,1618000,1804000,1871000,
San Marino,SMR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
